Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,healthz-warm,800,0,36000.0,34161.55402088779,3078.97159201093,47609.28525100462,101.0,10.710119362414764,0.0,36000,38000,41000,42000,44000,46000,47000,47000,48000,48000,48000
,Aggregated,800,0,36000.0,34161.55402088779,3078.97159201093,47609.28525100462,101.0,10.710119362414764,0.0,36000,38000,41000,42000,44000,46000,47000,47000,48000,48000,48000
