timestamp,elapsed_sec,replicas,cpu_m,mem_mi,p95_latency_ms,queue_len
2025-11-12 10:57:19,0,3,88,355,0,0
2025-11-12 10:57:26,6.8,3,97,355,0,0
2025-11-12 10:57:33,13.4,3,97,355,0,0
2025-11-12 10:57:40,20.6,3,906,355,0,0
2025-11-12 10:57:46,27.2,3,906,355,0,0
2025-11-12 10:57:53,34,3,999,355,0,0
2025-11-12 10:58:00,40.5,3,999,355,0,0
2025-11-12 10:58:08,48.5,3,996,355,0,0
2025-11-12 10:58:14,55.2,3,996,355,0,0
2025-11-12 10:58:21,61.6,3,1001,355,0,0
2025-11-12 10:58:27,68.1,3,1001,355,0,0
