Timestamp,Replicas,AvgCPU%,P95Latency,RequestRate
14:43:01,3,9,0,0
14:43:06,3,11.5,0,0
14:43:12,3,11.5,0,0
14:43:17,3,11.5,0,0
14:43:23,3,12.4,0,0
14:43:28,3,12.4,0,0
14:43:33,3,12.4,0,0
14:43:39,3,8.2,0,0
14:43:44,3,8.2,0,0
14:43:49,3,9.2,0,0
14:43:55,3,9.2,0,0
14:44:00,3,9.2,0,0
14:44:05,3,9,0,0
14:44:11,3,9,0,0
14:44:16,3,9,0,0
14:44:21,3,17.7,0,1.4
14:44:27,3,17.7,0,12.2
14:44:32,3,17.7,0,24.0
14:44:38,3,97.1,0,26.3
